from_user,user_lang,from_user_id_str,profile_image_url,user_followers_count,user_friends_count,user_location
AndarLento,es,5508632,http://pbs.twimg.com/profile_images/1128138087/23263_1596334248_2813_n_normal.jpg,244,1221,Badajoz
GaatiGoos,es,905305460168851456,http://pbs.twimg.com/profile_images/1131852314535497728/tfJu0cSb_normal.png,54,475,"Barcelona, España"
R4SGroup,ca,636920570,http://pbs.twimg.com/profile_images/666570650958610432/eR4-n4jg_normal.png,1410,997,Barcelona
cepyme_,es,819254822,http://pbs.twimg.com/profile_images/669914116149133313/OziVprbV_normal.jpg,15225,2012,"Madrid, España"
aeioLuz,es,4263305007,http://pbs.twimg.com/profile_images/956178660188393473/RR1zMTGx_normal.jpg,823,706,"Valencia, España"
los_ods,en,1056327599251734528,http://pbs.twimg.com/profile_images/1067550915627032577/ckVQOj_J_normal.jpg,555,1199,Bélgica & España.
advipao,es,2788283756,http://pbs.twimg.com/profile_images/875080419003289602/WSJUMh_Z_normal.jpg,1503,1401,"Valencia, Spain"
natacarbonell,es,424172759,http://pbs.twimg.com/profile_images/1081085594883760129/o56lP6I9_normal.jpg,4680,4637,"Valencia, España"
infoagamed,es,1962897343,http://pbs.twimg.com/profile_images/875618543508668416/nlmpe0Lw_normal.jpg,1396,1079,"Torrevieja, Alicante, Spain"
sellofairtrade,es,253021857,http://pbs.twimg.com/profile_images/875640725773328385/XCi1639t_normal.jpg,3557,922,España + Portugal
Whipala_16,es,2173874141,http://pbs.twimg.com/profile_images/378800000713272162/895060446fcf58ab27a4d6ebd672add8_normal.jpeg,29,26,-
AnaCarretero37,en,724973454919917568,http://pbs.twimg.com/profile_images/737930032618864640/bZqSoWmo_normal.jpg,598,484,"Castilla-La Mancha, España"
AbcElisa,es,838024064,http://pbs.twimg.com/profile_images/508340843993116672/tgC2kGmG_normal.jpeg,135,607,-
M_Viota,es,856098996829511680,http://pbs.twimg.com/profile_images/856136983541932033/asxy_cAx_normal.jpg,181,1081,Variable. Ahora en Cantabria.
kozodoevaa,ru,2652257266,http://pbs.twimg.com/profile_images/1144106280811978753/cK2lZawQ_normal.jpg,1,0,-
jeremiehackney,es,128880299,http://pbs.twimg.com/profile_images/661516863160107008/whRI6RmF_normal.jpg,178,698,Southern Europe - SW
AngelsTejero,en,1011544429956685825,http://pbs.twimg.com/profile_images/1011694825454874624/z9o98z6Y_normal.jpg,4,2,-
Juanfradelgado,es,17498693,http://pbs.twimg.com/profile_images/459000306131410944/qe0EzPHj_normal.jpeg,12916,4771,Global 
Quimialmel,es,237813463,http://pbs.twimg.com/profile_images/1011605533747531776/Pg9AvNjy_normal.jpg,568,597,España
CERMICV,es,497984304,http://pbs.twimg.com/profile_images/1142037107252314112/7O9TNeQe_normal.png,3267,4276,Valencia
CongresoCI,es,2874824476,http://pbs.twimg.com/profile_images/532811691537350657/GLSQpGnK_normal.png,3219,106,Madrid
EmbEspanaLituan,es,2570882300,http://pbs.twimg.com/profile_images/482450603046498304/VtywrxJM_normal.png,1821,74,-
gelu_ags,es,1907599694,http://pbs.twimg.com/profile_images/1012287457491025920/i7ia-l4g_normal.jpg,140,644,"Madrid, España"
prosalus,es,16025497,http://pbs.twimg.com/profile_images/591273279580741632/btZb24j7_normal.jpg,7694,7178,-
ppucedac,es,263597822,http://pbs.twimg.com/profile_images/1136871368790827010/v2oSiK6I_normal.jpg,3508,2187,Entre Jaén y Úbeda
JCGarcia_CDTI,es,702458503743537152,http://pbs.twimg.com/profile_images/702459395985305600/FetW4Gza_normal.jpg,711,284,"Madrid, Comunidad de Madrid"
n_castellon,es,367399952,http://pbs.twimg.com/profile_images/975499657802547205/akXenJUU_normal.jpg,3216,1598,"Leganés, España"
ongdclm,es,179501843,http://pbs.twimg.com/profile_images/1106166163778752513/Vkqr1ios_normal.png,1137,460,Castilla-La Mancha (España)
EsHorizonte2020,es,1897047114,http://pbs.twimg.com/profile_images/831482692109746176/Dtuf--w5_normal.jpg,11776,1252,España
vozdeoriente,es,107830815,http://pbs.twimg.com/profile_images/1248776679/RICH._normal.jpg,4039,4975,Visita mi página:
falvarezcano,es,56385084,http://pbs.twimg.com/profile_images/1059207633075351552/RYZHnr8v_normal.jpg,6958,4509,"Ser madrileño, un título"
SonsoCaro,es,1268051227,http://pbs.twimg.com/profile_images/834335480997097472/xaKy9-nO_normal.jpg,90,77,"Madrid, Comunidad de Madrid"
EvaluaALC,en,1001765509535236096,http://pbs.twimg.com/profile_images/1023843530547097600/ehS3l6EA_normal.jpg,843,2029,"Madrid, Spain"
LeireSanJose,es,424245533,http://pbs.twimg.com/profile_images/861920618043895809/R87ZF_e9_normal.jpg,353,1003,BILBAO (SPAIN)
CRLfab,es,261704989,http://pbs.twimg.com/profile_images/1104013967452766213/vD5ywH0W_normal.jpg,186,388,-
COFIDES,es,882598932,http://pbs.twimg.com/profile_images/1110890423294275584/c-GhSV0l_normal.png,4188,2113,"España, Madrid"
eduperero,es,267849696,http://pbs.twimg.com/profile_images/704989553413771264/csCZ3zqj_normal.jpg,4312,1739,-
ladynightmare_2,es,706098229360926721,http://pbs.twimg.com/profile_images/1022817429041410048/R7XNN-tB_normal.jpg,350,364,@alwaysnightmare
avmerelo,en,182327770,http://pbs.twimg.com/profile_images/998149477369135104/Cty_aadN_normal.jpg,471,1177,"Amsterdam, Europe."
inesrobredo,es,91339297,http://pbs.twimg.com/profile_images/1164972015/modigliani_normal.jpg,289,5,España
gutenpower,es,273590526,http://pbs.twimg.com/profile_images/761402409197441024/mIOY8Bmr_normal.jpg,159,328,"Málaga,España"
redespanola,es,287598163,http://pbs.twimg.com/profile_images/1078240419031535616/HrRsdRQ-_normal.jpg,11902,5800,España
Adolfo_Borrero,es,167887897,http://pbs.twimg.com/profile_images/1155958132/14_ABV_normal.JPG,913,761,Sevilla
hacesfalta,es,11248882,http://pbs.twimg.com/profile_images/1012293914852839425/A4ujSWGM_normal.jpg,40196,1333,España
Spainsif,es,385385845,http://pbs.twimg.com/profile_images/1082944756701908993/st71BP9K_normal.jpg,2581,1141,"Madrid, Comunidad de Madrid"
agbtic,es,2556428431,http://pbs.twimg.com/profile_images/965347218441080832/R_p9OsLI_normal.jpg,208,376,Madrid
eva_gomar,es,2800448887,http://pbs.twimg.com/profile_images/1132412011609038848/Vo3EptTv_normal.jpg,39,315,-
agdagira,es,1330166688,http://pbs.twimg.com/profile_images/1039112559218110464/kbqYiYqN_normal.jpg,2152,2667,"Zaragoza, España"
alex_sepulvedas,es,713768332902670336,http://pbs.twimg.com/profile_images/1006950709990969346/70IUPY-2_normal.jpg,302,824,"Madrid, Comunidad de Madrid"
suromig,es,191079137,http://pbs.twimg.com/profile_images/1062215161308680192/3JGvR_3b_normal.jpg,1638,902,Spain
Roberto_R_R,es,120073332,http://pbs.twimg.com/profile_images/1075874288320872453/R5MuPnaj_normal.jpg,14778,9631,Entre Madrid y Cantabria
contacteando,es,788648096100151297,http://pbs.twimg.com/profile_images/1109221438551191553/nFegrD2u_normal.png,1884,1021,España
EmbEspAustria,es,3308131648,http://pbs.twimg.com/profile_images/1016633320661291008/mZjPIT76_normal.jpg,1260,616,"Viena, Austria"
valletello,es,224541361,http://pbs.twimg.com/profile_images/1470877102/DSC_5405_normal.jpg,308,229,sevilla
JaimeMalet,es,1583382924,http://pbs.twimg.com/profile_images/1074132364266270720/cN48CaJN_normal.jpg,1399,159,-
AaltoCons,es,899579995508666369,http://pbs.twimg.com/profile_images/899583420409544704/8weDUz7R_normal.jpg,246,449,"Sevilla, España"
infoHIDRAQUA,es,2182208538,http://pbs.twimg.com/profile_images/875617642475696128/u-6EK3Fk_normal.jpg,3149,2278,Comunidad Valenciana
lbilbaol,es,320363294,http://pbs.twimg.com/profile_images/517405022666391552/A3SXfWyt_normal.jpeg,652,986,-
AllianzGI_Esp,es,1100696023528292354,http://pbs.twimg.com/profile_images/1143514179074215936/9LxU3bhR_normal.png,48,40,"Madrid, Spain"
CooperacionAND,es,2799772447,http://pbs.twimg.com/profile_images/920555011054227457/P_l9f5QC_normal.jpg,2121,491,-
portalento_,es,132568564,http://pbs.twimg.com/profile_images/1074943287415529477/cXA6MIzD_normal.jpg,13124,1223,España
cel_leon,es,590883089,http://pbs.twimg.com/profile_images/1124245499660460033/-3D8144M_normal.png,2593,708,LEON
ja_gonzalezruiz,es,1205483328,http://pbs.twimg.com/profile_images/1096723253350068224/V2BkjDpA_normal.png,17231,5803,Madrid
MERELLOARVILLA,es,220312253,http://pbs.twimg.com/profile_images/463026331651813377/veOopn2c_normal.jpeg,1331,2421,-
UCM_ECONOMICAS,es,177879198,http://pbs.twimg.com/profile_images/1014111192284061697/GJmvf75d_normal.jpg,3768,1658,"Madrid, Comunidad de Madrid"
ArrabalAID,es,459096278,http://pbs.twimg.com/profile_images/1082527202074349570/kVeeolV1_normal.jpg,4424,939,-
icloby,es,882619535907577857,http://pbs.twimg.com/profile_images/882620859990642688/mgkGJA8X_normal.jpg,168,814,"Barcelona, España"
imartalamas,es,2341930880,http://pbs.twimg.com/profile_images/1066654010956894208/J3kPBLIX_normal.jpg,5389,4949,Spain
ONGDhmasd,es,491561066,http://pbs.twimg.com/profile_images/563355150639579137/mfd1q_3e_normal.jpeg,811,1153,"Bravo Murillo, 120-1º A Madrid"
Migueldiezsanjo,es,597482639,http://pbs.twimg.com/profile_images/2847972935/b16c718b2d450e8cacbcbfa6ccb6845d_normal.jpeg,449,759,ALCOBENDAS_MADRID
LauraJuarezH,es,3101777925,http://pbs.twimg.com/profile_images/1137829267394445313/IATjyRTY_normal.jpg,420,277,-
_EBTN,en,341425880,http://pbs.twimg.com/profile_images/774562962958843904/l802riNA_normal.jpg,455,397,"Brussels, Belgium"
palabrademael,es,3229342143,http://pbs.twimg.com/profile_images/595039699875569664/tGg2coWK_normal.jpg,741,1089,"Calasparra, España"
algonza27,es,585022645,http://pbs.twimg.com/profile_images/651461087146213376/USpZspS7_normal.jpg,115,195,-
CompromisoRSE,es,372300165,http://pbs.twimg.com/profile_images/1085882046814318592/V_6pvn5q_normal.jpg,13148,1227,-
drotorrent,es,267289786,http://pbs.twimg.com/profile_images/1125648927640948738/l50OL5Za_normal.jpg,2476,3056,No Pienso Callarme. Espacio libre de violencia de género y de Vox
lupitamix,es,180060718,http://pbs.twimg.com/profile_images/1121154567650070531/-R7rK43f_normal.jpg,157,462,firgas gran canaria
afca_es,es,1341648709,http://pbs.twimg.com/profile_images/1085822398417551360/sb-OBXej_normal.jpg,1517,1235,Cantabria
LuisTramon,es,358824853,http://pbs.twimg.com/profile_images/1142843238505766913/nRe1x4zg_normal.png,783,1142,"Madrid, Spain"
gjespinosa2,es,2583708418,http://pbs.twimg.com/profile_images/1133459503494684676/U9g3uo_K_normal.jpg,87,105,-
arturojimena,es,328938255,http://pbs.twimg.com/profile_images/1427711215/04092010036_normal.jpg,320,1059,España
cemad_es,es,3879487834,http://pbs.twimg.com/profile_images/1065141781124255744/soKTILAZ_normal.jpg,1659,748,Flora 1 Madrid 28013
INCIDEMSP,es,2791536226,http://pbs.twimg.com/profile_images/849908851142950913/Q_XE1GyA_normal.jpg,334,334,"Madrid, Spain"
SusanaAPlastica,es,3860978399,http://pbs.twimg.com/profile_images/651474770786156544/FGZ1n7iz_normal.jpg,33,80,"Fuentesauco, Castilla y León"
manuelborobio,es,562689074,http://pbs.twimg.com/profile_images/2164314097/HorreoBN_normal.jpg,533,314,"42.875596,-8.541151"
Turismo_URJC_,es,926529975091695622,http://pbs.twimg.com/profile_images/926531846791315456/aq1upsQI_normal.jpg,135,218,"Madrid, Comunidad de Madrid"
CeciliaGuemes,es,505996580,http://pbs.twimg.com/profile_images/1054063939477217280/y_lZ2Sbl_normal.jpg,2717,1919,Madrid
BIzaola,en,1067825096742633474,http://pbs.twimg.com/profile_images/1067826375099392000/lHvUm8Q__normal.jpg,224,220,-
jareyme,es,4060323316,http://pbs.twimg.com/profile_images/1138557445033418758/iiek7ZoD_normal.jpg,1138,1405,"Madrid, Comunidad de Madrid"
Mary_Mosteiro,es,96432616,http://pbs.twimg.com/profile_images/1074978193130643462/WCcIqaIj_normal.jpg,279,278,"Madrid, Comunidad de Madrid"
UCAM_Turismo,es,620938097,http://pbs.twimg.com/profile_images/834332839957127168/2Xgu8Ts__normal.jpg,1251,1920,"Murcia, España"
janaveros,es,185703821,http://pbs.twimg.com/profile_images/3461548911/eafeb261922d9f10552cd51cc8210ceb_normal.jpeg,1748,3282,Málaga
dowppa,es,726817401585696768,http://pbs.twimg.com/profile_images/726820202416058368/MJw2jyaE_normal.jpg,118,15,-
DowIberica,es,3040406471,http://pbs.twimg.com/profile_images/570182556830539776/jD8FGYpt_normal.jpeg,1336,696,Madrid
pazhernandez81,es,463889818,http://pbs.twimg.com/profile_images/1106295742027759616/h2iuANaE_normal.jpg,916,224,"Badajoz, España"
PactoMundial,es,107405774,http://pbs.twimg.com/profile_images/715150871361884160/lnsFr6MK_normal.jpg,17723,560,Spain
xavijim,es,272033976,http://pbs.twimg.com/profile_images/1139082788739670017/wSCSm9Y__normal.png,1341,1230,Barcelona
getupandgoalsES,es,1103222185496403968,http://pbs.twimg.com/profile_images/1103222303905714176/Uw8eLoLG_normal.png,11,33,-
estebandemanuel,es,252507583,http://pbs.twimg.com/profile_images/1036575128128241664/82qHP1fh_normal.jpg,4515,3634,"Sevilla, España"
LuisGuijarro72,es,159773846,http://pbs.twimg.com/profile_images/1134343687406858240/Q8mWDSXS_normal.jpg,1731,405,-
molcru,es,123292723,http://pbs.twimg.com/profile_images/1126776382002827269/gHBwsOt1_normal.png,9695,7022,SPAIN
JaimeArmarioB,es,243268858,http://pbs.twimg.com/profile_images/1087400407406731265/9ndSrH5q_normal.jpg,229,375,"Gran Canaria, España"
Dialoguia,es,839852764763205632,http://pbs.twimg.com/profile_images/865467415244660736/pLC0EqiD_normal.jpg,68,278,"Valencia, España"
PacoAlos,ca,595888935,http://pbs.twimg.com/profile_images/706078861491093504/_2lt1pz8_normal.jpg,658,545,-
agencia_nodos,es,948533979782746112,http://pbs.twimg.com/profile_images/948536455860715520/vA2BwWrq_normal.jpg,253,213,"Madrid, Comunidad de Madrid"
DavidPombar,es,23101537,http://pbs.twimg.com/profile_images/1068892798999584768/yv_kBlSX_normal.jpg,3871,405,"Oleiros, España"
BurgosSolidaria,es,1449501372,http://pbs.twimg.com/profile_images/3695526860/d2e4b790d80592155db0c897694e9b7c_normal.jpeg,592,374,Burgos
jpascualruiz,es,426420419,http://pbs.twimg.com/profile_images/730851446116220928/yvjyUZkQ_normal.jpg,328,305,Murcia
fuina,es,12228802,http://pbs.twimg.com/profile_images/1144003679047041029/8t8e6hOG_normal.jpg,1609,1517,"Terra incógnita, Zaragoza"
Srbrnal,es,494095489,http://pbs.twimg.com/profile_images/1031587058618380289/0qkZk1pt_normal.jpg,80,309,IN YOUR MIND
Tosgriju,es,234529505,http://pbs.twimg.com/profile_images/1207839284/image_normal.jpg,2203,736,Madrid
jaga661971,es,397955933,http://pbs.twimg.com/profile_images/990926285819076609/aqxxpmUP_normal.jpg,150,215,-
jjferrer_aqua,es,3327109901,http://pbs.twimg.com/profile_images/618474450326016000/SmyUg8xz_normal.jpg,199,186,San Javier
2030Comunicando,es,1024817436116303872,http://pbs.twimg.com/profile_images/1026276424079077378/gdohk9JN_normal.jpg,335,1466,"Santiago, Chile"
florchsandoval,es,61857131,http://pbs.twimg.com/profile_images/881540777951862785/C6WzYHtV_normal.jpg,1402,2237,-
manueljesusF,es,162006900,http://pbs.twimg.com/profile_images/1126743205964156928/Tt2yqjQY_normal.jpg,16817,15075,Lebrija
SergioFSierra,es,257607018,http://pbs.twimg.com/profile_images/972031222301028352/UdSIgcmx_normal.jpg,2336,4635,-
AlbertoRiG,es,407201110,http://pbs.twimg.com/profile_images/1627697026/Yo_normal.jpg,622,986,Torrelavega - Cantabria
enriquejan,es,59952276,http://pbs.twimg.com/profile_images/1141959530856747008/C60w7DcA_normal.jpg,530,502,Ciudad de México & Chiapas
Andesco1,es,248678335,http://pbs.twimg.com/profile_images/1057767371748843520/HCQpi8oV_normal.jpg,6391,457,Bogotá Colombia
mgarciasalguero,es,552495754,http://pbs.twimg.com/profile_images/1140331793419255808/52j3KquM_normal.png,1253,1062,"Sevilla, España"
AlexPulidoG,es,91048217,http://pbs.twimg.com/profile_images/1117575126105710592/sdmB7gw1_normal.jpg,6226,3654,"México, mi inspiración"
papajulio,es,131571558,http://pbs.twimg.com/profile_images/830692969/Foto_Frogtek_normal.jpg,296,179,-
lindamarchuk,es,192084467,http://pbs.twimg.com/profile_images/1119629313152880640/EYPwK7U-_normal.jpg,1251,1512,"Asuncion, Paraguay"
caterinons,ca,592113079,http://pbs.twimg.com/profile_images/1103956676871421952/Ywi_ziC4_normal.jpg,1039,679,Inca. Mallorca. Mediterranean sea.
pochonavaro,es,1134919015,http://pbs.twimg.com/profile_images/1130254915543142401/co0t8syi_normal.png,3578,5000,"Tacna, Peru"
Roberto19740286,es,1093729627888066561,http://pbs.twimg.com/profile_images/1094649816611733504/Fy7E3g3-_normal.jpg,10,37,-
RSConsulting6,es,1131343549398691841,http://pbs.twimg.com/profile_images/1131346991831764993/jkj4hMAb_normal.png,21,34,Mexico
ClamVeracruz,es,3575222773,http://pbs.twimg.com/profile_images/1128522502357962752/-WJRrk99_normal.jpg,323,905,Veracruz de Ignacio de la Llav
IsabelSimonV5,es,860234893514620928,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,17,61,-
PremioUVM,es,59561253,http://pbs.twimg.com/profile_images/1004443322113376256/mLin8hHD_normal.jpg,2232,1433,México
CatherinV6,en,1047951575774314496,http://pbs.twimg.com/profile_images/1141215017888563200/OFJTN-jl_normal.jpg,29,318,-
BibliotecasRBJ,es,1705539680,http://pbs.twimg.com/profile_images/1042829843677802497/I9Wx0e56_normal.jpg,1343,180,Argentina
NAlejandraSoto,es,783045065186816000,http://pbs.twimg.com/profile_images/1059193457296605184/pcVam-HR_normal.jpg,572,715,-
SherenePerez1,en,1075509599720095749,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,7,6,-
AAECAD,es,222508509,http://pbs.twimg.com/profile_images/852529172287295488/cqD5PCEF_normal.jpg,3286,1874,"Mad, A Coruña, Zgza, Bcn"
ChileVoluntario,en,83681410,http://pbs.twimg.com/profile_images/633680654782328833/bD0VLaA1_normal.jpg,3809,1382,Santiago de Chile
fer_eco,en,103057693,http://pbs.twimg.com/profile_images/497732846258511872/F5oCYQwP_normal.jpeg,403,1082,En tu imaginación
