ids_str;url;expanded_url;display_url
1144172282165833730;https://t.co/igICvgtq6O;http://bit.ly/2XkjD8y;bit.ly/2XkjD8y
1144168682731515910;https://t.co/NU1ORKm4UU;http://ow.ly/2z5T30oYQpO;ow.ly/2z5T30oYQpO
1144168523058556929;https://t.co/z2bfyZmhQf;http://www.ehu.eus/ecri;ehu.eus/ecri
1144163471807909888;https://t.co/tTCG1AK0gn;http://bit.ly/2Zqhh8L;bit.ly/2Zqhh8L
1144157212094472198;https://t.co/lJxHnOKrlM;http://ow.ly/yn5D50uNccg;ow.ly/yn5D50uNccg
1144150902007357440;https://t.co/EeC2pavHyb;http://ow.ly/Q5BZ30oYQMZ;ow.ly/Q5BZ30oYQMZ
1144150386548400128;https://t.co/40zgDYzsfn;http://www.juntadeandalucia.es/aacid/index.php/actualidad/526-andalucia-apoya-a-las-pymes-de-la-region-sica;juntadeandalucia.es/aacid/index.ph…
1144141948783071232;https://t.co/8Eg42Q0mpY;http://fenil.org/papel-clave-del-sector-lacteo-los-objetivos-desarrollo-sostenible/;fenil.org/papel-clave-de…
1144133074881589248;https://t.co/Jfg7Dx7CuL;http://bit.ly/2YQl5ja;bit.ly/2YQl5ja
1144118171869360128;https://t.co/NrQSUwwVrF;http://bit.ly/2IiMcwd;bit.ly/2IiMcwd
1144108105250353152;https://t.co/KqWxfhFdQA;http://bit.ly/2YQl5ja;bit.ly/2YQl5ja
1144099295660040192;https://t.co/B8jMuONbzR;http://bit.ly/2Kp2UNR;bit.ly/2Kp2UNR
1144084201236566016;https://t.co/sW8ijqfFSm;http://bit.ly/2wGz7aY;bit.ly/2wGz7aY
1144055300221296640;https://t.co/JCj884dLaa;https://bit.ly/2NfSxii;bit.ly/2NfSxii
1144050852656816134;https://t.co/ZFzumYbVY4;http://www.elements.eco/revista.html;elements.eco/revista.html
1144048976662081537;https://t.co/nS5SefDZia;http://bit.ly/2X2ZRgZ;bit.ly/2X2ZRgZ
1144047709529288709;https://t.co/B8jMuONbzR;http://bit.ly/2Kp2UNR;bit.ly/2Kp2UNR
1144040422441922561;https://t.co/ww6xbv4L0l;https://twitter.com/ferdiazpacifico/status/1129418691299426308?s=09;twitter.com/ferdiazpacific…
1144027574105980928;https://t.co/XkDPq7p6SY;http://bit.ly/2HLVCBL;bit.ly/2HLVCBL
1144020024123973632;https://t.co/rPZDnEwF6T;http://bit.ly/2Mo102r;bit.ly/2Mo102r
1144013733536116742;https://t.co/4zotxjHfQl;http://bit.ly/2WTA4N2;bit.ly/2WTA4N2
1144004926999334912;https://t.co/MmdxdIE3qH;http://bit.ly/2HLG1lQ;bit.ly/2HLG1lQ
1143987317851459590;https://t.co/5OIKqeD0v1;http://bit.ly/2IldHaf;bit.ly/2IldHaf
1143972986439000065;https://t.co/d60XKK51CN;https://bit.ly/2UKnC0V;bit.ly/2UKnC0V
1143965137524658176;https://t.co/ht782YeDOx;https://unesdoc.unesco.org/ark:/48223/pf0000368761?posInSet=1&queryId=b1d8ace9-0535-4a69-bc38-2861e422c293;unesdoc.unesco.org/ark:/48223/pf0…
1143938345799753728;https://t.co/VAjpzZoOiY;http://enlareando.com/2019/06/26/los-objetivos-de-desarrollo-sostenible-como-marco-para-la-accion-y-la-intervencion-social-y-ambiental-ods/;enlareando.com/2019/06/26/los…
1143927345260236801;https://t.co/9g2zxzGNMq;http://bit.ly/2x4EhOg;bit.ly/2x4EhOg
1143926052479262722;https://t.co/XHCaACflgo;https://youtu.be/5xJ7ZUhivWE;youtu.be/5xJ7ZUhivWE
1143925987454988288;https://t.co/cL1EkyyAfG;https://twitter.com/drotorrent/status/1095809169402269696?s=20;twitter.com/drotorrent/sta…
1143921230753554433;https://t.co/xTCcuZAHFH;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol;comunidadism.es/herramientas/a…
1143918544209502210;https://t.co/LdSLkwFFj4;https://doi.org/10.17163/ret.n17.2019.02;doi.org/10.17163/ret.n…
1143910329698672640;https://t.co/qaHSd2Kr0h;http://www.idbinvest.org/SW2019;idbinvest.org/SW2019
1143891742292398080;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143891561903771649;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143891561903771649;https://t.co/YfT4OZpiEd;http://bit.ly/PHroODS;bit.ly/PHroODS
1143891561903771649;https://t.co/95wmHQfywU;http://bit.ly/DanonE;bit.ly/DanonE
1143884610134323201;https://t.co/FLV2E5fB7E;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/;educacionambiental26.wordpress.com/2019/06/24/los…
1143874068082565120;https://t.co/tnI9a4njh1;http://bit.ly/2LYDVmB;bit.ly/2LYDVmB
1143871444839010305;https://t.co/HELd7bbPTO;https://www.eysmunicipales.es/actualidad/udalsarea-2030-publica-una-gua-prctica-para-implantar-los-objetivos-de-desarrollo-sostenible-en-municipios;eysmunicipales.es/actualidad/uda…
1143871059684450304;https://t.co/OJM0lqyoMX;https://m.facebook.com/story.php?story_fbid=2220798751308973&id=678792285509635;m.facebook.com/story.php?stor…
1143866585842667522;https://t.co/H4yBuHKybn;https://buff.ly/2LmBAA3;buff.ly/2LmBAA3
1143864496420786177;https://t.co/OJM0lqyoMX;https://m.facebook.com/story.php?story_fbid=2220798751308973&id=678792285509635;m.facebook.com/story.php?stor…
1143862646342656001;https://t.co/FxWHhYA1aI;https://bit.ly/2MCYiCB;bit.ly/2MCYiCB
1143859482566508545;https://t.co/IfZ6MbYnni;http://bit.ly/2F6t9oI;bit.ly/2F6t9oI
1143858293070270464;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143849612488454144;https://t.co/QuRZdKyo3C;http://bit.ly/2FzwWen;bit.ly/2FzwWen
